Gmt time,Open,High,Low,Close,Volume
01.07.2022 00:00:00.000,0.68983,0.69005,0.68979,0.68993,320660003.6621
01.07.2022 00:01:00.000,0.68992,0.69000,0.68972,0.68973,157759994.5068
01.07.2022 00:02:00.000,0.68975,0.69012,0.68973,0.69007,285570007.3242
01.07.2022 00:03:00.000,0.69009,0.69022,0.69003,0.69013,292829986.5723
01.07.2022 00:04:00.000,0.69012,0.69028,0.69001,0.69025,137300003.0518
01.07.2022 00:05:00.000,0.69026,0.69040,0.69012,0.69013,173220001.2207
01.07.2022 00:06:00.000,0.69012,0.69018,0.68986,0.69004,253770004.2725
01.07.2022 00:07:00.000,0.69007,0.69021,0.69007,0.69015,333250000
01.07.2022 00:08:00.000,0.69015,0.69021,0.69003,0.69006,147169998.1689
01.07.2022 00:09:00.000,0.69006,0.69007,0.68976,0.68985,245270004.2725
01.07.2022 00:10:00.000,0.68986,0.68995,0.68981,0.68983,282760009.7656
01.07.2022 00:11:00.000,0.68983,0.68987,0.68973,0.68974,86550003.0518
01.07.2022 00:12:00.000,0.68974,0.68982,0.68959,0.68960,108489997.8638
01.07.2022 00:13:00.000,0.68960,0.68981,0.68960,0.68963,156029998.7793
01.07.2022 00:14:00.000,0.68963,0.68977,0.68962,0.68965,200899993.8965
01.07.2022 00:15:00.000,0.68967,0.68995,0.68967,0.68974,354869995.1172
01.07.2022 00:16:00.000,0.68975,0.69009,0.68973,0.69009,317309997.5586
01.07.2022 00:17:00.000,0.69008,0.69012,0.68983,0.68984,311589996.3379
01.07.2022 00:18:00.000,0.68985,0.69008,0.68985,0.69005,211419998.1689
01.07.2022 00:19:00.000,0.69008,0.69013,0.68999,0.69013,94669998.1689
01.07.2022 00:20:00.000,0.69010,0.69030,0.69010,0.69016,158369995.1172
01.07.2022 00:21:00.000,0.69017,0.69019,0.68993,0.69000,156070007.3242
01.07.2022 00:22:00.000,0.69000,0.69004,0.68987,0.68989,85559997.5586
01.07.2022 00:23:00.000,0.68990,0.69006,0.68990,0.68999,99230003.3569
01.07.2022 00:24:00.000,0.69000,0.69014,0.68991,0.69002,130740005.4932
01.07.2022 00:25:00.000,0.69000,0.69002,0.68971,0.68975,108190002.4414
01.07.2022 00:26:00.000,0.68974,0.68989,0.68963,0.68968,107919998.1689
01.07.2022 00:27:00.000,0.68968,0.68974,0.68962,0.68966,92400001.5259
01.07.2022 00:28:00.000,0.68966,0.68995,0.68966,0.68984,121919998.1689
